"food_id","name","common_names","dosha_impact","tastes","qualities","energy","season","calories_100g","carbs_100g","protein_100g","fat_100g","notes","source_id"
f_148,"Plantain, stem","Banana Stem|Vazhai Thandu|Arati Doota","Pitta,Kapha","astringent,sweet","light,dry",cooling,all,39,8.64,0.35,0.16,"Excellent for Kapha. Cleansing and diuretic.",D064
f_149,"Pumpkin, green, cylindrical","Kaddu|Gummadi","Pitta,Vata,Kapha",sweet,"heavy,unctuous",cooling,autumn,25,4.22,0.87,0.18,"Balancing and nourishing.",D065
f_150,"Pumpkin, orange, round","Kaddu|Gummadi","Pitta,Vata,Kapha",sweet,"heavy,unctuous",cooling,autumn,23,4.00,0.84,0.16,"Balancing and nourishing.",D066
f_151,"Red gram, tender, fresh","Green Pigeon Peas|Pacchi Kandulu","Vata,Pitta,Kapha","sweet,astringent","light,dry",cooling,winter,124,19.46,8.09,0.92,"Easier to digest than dry dal.",D067
f_152,"Ridge gourd","Turai|Beerakaya|Peerkankai","Pitta,Kapha",sweet,"light,unctuous",cooling,summer,13,1.72,0.91,0.14,"Cooling. Good for Pitta.",D068
f_153,"Ridge gourd, smooth skin","Turai|Beerakaya|Peerkankai","Pitta,Kapha",sweet,"light,unctuous",cooling,summer,15,2.24,0.98,0.13,"Cooling. Good for Pitta.",D069
f_154,"Snake gourd, long, pale green","Chachinda|Potlakaya|Pudalangai","Pitta,Kapha","bitter,sweet","light,dry",cooling,monsoon,12,1.27,0.98,0.25,"Cooling. Balances Pitta.",D070
f_155,"Snake gourd, long, dark green","Chachinda|Potlakaya|Pudalangai","Pitta,Kapha","bitter,sweet","light,dry",cooling,monsoon,12,1.23,0.89,0.25,"Cooling. Balances Pitta.",D071
f_156,"Snake gourd, short","Chachinda|Potlakaya|Pudalangai","Pitta,Kapha","bitter,sweet","light,dry",cooling,monsoon,15,2.15,0.54,0.26,"Cooling. Balances Pitta.",D072
f_157,"Tinda, tender","Tinda|Indian Round Gourd",Pitta,sweet,"light,unctuous",cooling,summer,14,1.90,1.02,0.17,"Easy to digest. Good for Pitta.",D073
f_158,"Tomato, green","Hara Tamatar|Pacchi Tomato","Pitta,Kapha","sour,astringent","light,sharp",heating,all,21,3.18,1.12,0.27,"Sour and heating. Aggravates Pitta.",D074
f_159,"Tomato, ripe, hybrid","Tamatar|Tomato","Pitta,Kapha,Vata","sour,sweet","light,unctuous",heating,all,19,3.20,0.76,0.25,"Sour and heating. Aggravates Pitta.",D075
f_160,"Tomato, ripe, local","Tamatar|Tomato","Pitta,Kapha,Vata","sour,sweet","light,unctuous",heating,all,20,2.71,0.90,0.47,"Sour and heating. Aggravates Pitta.",D076
f_161,"Zucchini, green","Zucchini","Pitta,Kapha",sweet,"heavy,unctuous",cooling,summer,20,2.33,1.10,0.51,"Cooling and hydrating.",D077
f_162,"Zucchini, yellow","Zucchini","Pitta,Kapha",sweet,"heavy,unctuous",cooling,summer,19,2.20,1.31,0.44,"Cooling and hydrating.",D078
f_163,"Apple, big","Sev|Seb","Pitta,Kapha","sweet,astringent","light,dry",cooling,"autumn,winter",62,13.11,0.29,0.64,"Cooked apples are Vata-pacifying. Raw apples can be gassy.",E001
f_164,"Apple, green","Hara Sev","Pitta,Kapha","sour,astringent","light,dry",cooling,"autumn,winter",51,10.65,0.46,0.50,"Sourness increases Pitta more than sweet apples.",E002
f_165,"Apple, small","Sev|Seb","Pitta,Kapha","sweet,astringent","light,dry",cooling,"autumn,winter",64,13.95,0.31,0.53,"Cooked apples are Vata-pacifying. Raw apples can be gassy.",E003
f_166,"Apple, small, Kashmir","Kashmiri Sev","Pitta,Kapha","sweet,astringent","light,dry",cooling,"autumn,winter",64,13.99,0.27,0.60,"Cooked apples are Vata-pacifying. Raw apples can be gassy.",E004
f_167,"Apricot, dried","Khumani|Jardaloo","Vata,Pitta","sweet,sour","heavy,unctuous",heating,winter,316,72.63,3.17,0.74,"Nourishing but heavy. Good for Vata.",E005
f_168,"Apricot, processed","Apricot","Vata,Pitta","sweet,sour","heavy,unctuous",heating,all,56,10.93,1.47,0.64,"Lighter than dried.",E006
f_169,"Avocado fruit","Butter Fruit|Makhan Phal","Vata,Pitta",sweet,"heavy,unctuous",cooling,all,144,1.75,2.95,13.86,"Very nourishing for Vata. Increases Kapha.",E007
f_170,"Bael fruit","Bilva|Maredu Pandu","Vata,Kapha","astringent,bitter","light,dry",heating,summer,136,28.21,2.63,0.57,"Astringent. Good for digestion and balancing Kapha/Vata.",E008
f_171,"Banana, ripe, montham","Banana","Vata,Pitta",sweet,"heavy,unctuous",cooling,all,111,24.95,1.25,0.32,"Heavy and sweet, increases Kapha. Good for Vata and Pitta.",E009
f_172,"Banana, ripe, poovam","Banana","Vata,Pitta",sweet,"heavy,unctuous",cooling,all,106,23.41,1.49,0.35,"Heavy and sweet, increases Kapha. Good for Vata and Pitta.",E010
f_173,"Banana, ripe, red","Red Banana","Vata,Pitta",sweet,"heavy,unctuous",cooling,all,112,25.21,1.29,0.29,"Heavy and sweet, increases Kapha. Good for Vata and Pitta.",E011
f_174,"Banana, ripe, robusta","Kela|Vazha Pazham|Arati Pandu","Vata,Pitta",sweet,"heavy,unctuous",cooling,all,105,23.63,1.23,0.33,"Heavy and sweet, increases Kapha. Good for Vata and Pitta.",E012
f_175,"Black berry","Jamun|Neredupandu|Nagapazham","Pitta,Kapha","astringent,sweet,sour","light,dry",cooling,summer,54,10.64,0.92,0.63,"Excellent for Pitta and Kapha. Astringent. Increases Vata.",E013
f_176,"Cherries, red","Cherry","Vata,Pitta","sweet,sour","light,unctuous",heating,summer,60,11.87,1.49,0.46,"Good for Vata. Sourness can increase Pitta.",E014
f_177,"Currants, black","Black Currant","Vata,Pitta","sweet,sour","heavy,unctuous",heating,winter,54,9.93,1.51,0.53,"Warming and nourishing.",E015
f_178,"Custard apple","Sitaphal|Seethapazham","Pitta,Vata",sweet,"heavy,unctuous",cooling,autumn,99,20.38,1.62,0.67,"Very cooling and nourishing. Increases Kapha.",E016
f_179,"Dates, dry, pale brown","Chuhara|Khajoor|Endu Khajoora","Vata,Pitta",sweet,"heavy,unctuous",heating,winter,320,74.91,2.45,0.35,"Very nourishing and strengthening. Good for Vata.",E017
f_180,"Dates, dry, dark brown","Khajoor|Pericham Pazham","Vata,Pitta",sweet,"heavy,unctuous",heating,winter,311,72.67,2.38,0.35,"Very nourishing and strengthening. Good for Vata.",E018
f_181,"Dates, processed","Khajoor|Pericham Pazham","Vata,Pitta",sweet,"heavy,unctuous",heating,winter,286,67.95,1.18,0.41,"Very nourishing and strengthening. Good for Vata.",E019
f_182,"Fig","Anjeer|Athipazham","Vata,Pitta",sweet,"heavy,unctuous",cooling,summer,81,16.28,2.03,0.37,"Nourishing and cooling. Good for Pitta.",E020
f_183,"Gooseberry","Amla|Nellikka|Usirikaya","Vata,Pitta,Kapha,Balancing","sour,sweet,bitter,astringent,pungent","light,dry",cooling,autumn,24,4.39,0.34,0.16,"Tridoshic. Excellent rejuvenator. Very high in Vitamin C.",E021
f_184,"Grapes, seeded, round, black","Angoor|Draksha","Pitta,Vata",sweet,"heavy,unctuous",cooling,summer,61,13.23,0.76,0.32,"Cooling and sweet. Good for Pitta.",E022
f_185,"Grapes, seeded, round, green","Angoor|Draksha","Pitta,Vata",sweet,"heavy,unctuous",cooling,summer,56,12.19,0.77,0.29,"Cooling and sweet. Good for Pitta.",E023
f_186,"Grapes, seeded, round, red","Angoor|Draksha","Pitta,Vata",sweet,"heavy,unctuous",cooling,summer,58,12.55,0.95,0.29,"Cooling and sweet. Good for Pitta.",E024
f_187,"Grapes, seedless, oval, black","Angoor|Draksha","Pitta,Vata",sweet,"heavy,unctuous",cooling,summer,95,20.48,1.41,0.46,"Cooling and sweet. Good for Pitta.",E025
f_188,"Grapes, seedless, round, green","Angoor|Draksha","Pitta,Vata",sweet,"heavy,unctuous",cooling,summer,54,11.81,0.62,0.26,"Cooling and sweet. Good for Pitta.",E026
f_189,"Grapes, seedless,. round, black","Angoor|Draksha","Pitta,Vata",sweet,"heavy,unctuous",cooling,summer,89,19.86,1.24,0.35,"Cooling and sweet. Good for Pitta.",E027
f_190,"Guava, white flesh","Amrud|Koyyapazham|Jama Pandu","Pitta,Kapha","astringent,sweet","light,dry",cooling,winter,32,5.13,1.44,0.32,"Astringent and cooling. Can increase Vata.",E028
f_191,"Guava, pink flesh","Lal Amrud","Pitta,Kapha","astringent,sweet","light,dry",cooling,winter,47,9.14,1.19,0.25,"Astringent and cooling. Can increase Vata.",E029
f_192,"Jack fruit, ripe","Kathal|Palapazham|Panasa Pandu","Vata,Pitta",sweet,"heavy,unctuous",cooling,summer,72,14.01,2.74,0.15,"Heavy and hard to digest. Increases Kapha.",E030
f_193,"Jambu fruit, ripe","Rose Apple|Jamun","Pitta,Kapha","astringent,sweet","light,dry",cooling,summer,56,12.30,0.82,0.17,"Astringent. Good for Pitta and Kapha.",E031
f_194,"Karonda fruit","Karonda",Pitta,sour,"light,sharp",heating,summer,34,2.87,1.15,1.67,"Very sour and heating. Aggravates Pitta.",E032
f_195,"Lemon, juice","Nimbu|Elumichai|Nimmakaya","Vata,Kapha,Pitta",sour,"light,sharp",heating,all,36,6.97,0.41,0.75,"Heating, but aids digestion. Good for Vata/Kapha, increases Pitta.",E033
f_196,"Lime, sweet, pulp","Mosambi|Sathukudi",Pitta,"sweet,sour","heavy,unctuous",cooling,all,27,5.18,0.76,0.20,"Cooling and sweet. Good for Pitta.",E034
f_197,"Litchi","Litchi","Vata,Pitta",sweet,"heavy,unctuous",cooling,summer,54,11.41,0.99,0.26,"Nourishing, but can be heavy. Increases Kapha.",E035
f_198,"Mango, ripe, banganapalli","Aam|Mampazham|Mamidi Pandu","Vata,Pitta",sweet,"heavy,unctuous",heating,summer,42,8.18,0.54,0.55,"King of fruits. Nourishing. Increases Kapha.",E036
f_199,"Mango, ripe, gulabkhas","Aam|Mampazham|Mamidi Pandu","Vata,Pitta",sweet,"heavy,unctuous",heating,summer,50,10.32,0.52,0.53,"King of fruits. Nourishing. Increases Kapha.",E037
f_200,"Mango, ripe, himsagar","Aam|Mampazham|Mamidi Pandu","Vata,Pitta",sweet,"heavy,unctuous",heating,summer,45,9.03,0.46,0.54,"King of fruits. Nourishing. Increases Kapha.",E038
f_201,"Mango, ripe, neelam","Aam|Mampazham|Mamidi Pandu","Vata,Pitta",sweet,"heavy,unctuous",heating,summer,48,9.87,0.50,0.51,"King of fruits. Nourishing. Increases Kapha.",E039
f_202,"Mango, ripe, olour","Aam|Mampazham|Mamidi Pandu","Vata,Pitta",sweet,"heavy,unctuous",heating,summer,46,9.25,0.48,0.52,"King of fruits. Nourishing. Increases Kapha.",E040
f_203,"Mango, ripe, peter","Aam|Mampazham|Mamidi Pandu","Vata,Pitta",sweet,"heavy,unctuous",heating,summer,47,9.55,0.49,0.53,"King of fruits. Nourishing. Increases Kapha.",E041
f_204,"Mango, ripe, rumani","Aam|Mampazham|Mamidi Pandu","Vata,Pitta",sweet,"heavy,unctuous",heating,summer,44,8.89,0.45,0.50,"King of fruits. Nourishing. Increases Kapha.",E042
f_205,"Mango, ripe, malgoa","Aam|Mampazham|Mamidi Pandu","Vata,Pitta",sweet,"heavy,unctuous",heating,summer,49,10.01,0.51,0.56,"King of fruits. Nourishing. Increases Kapha.",E043
f_206,"Mango, ripe, safeda","Aam|Mampazham|Mamidi Pandu","Vata,Pitta",sweet,"heavy,unctuous",heating,summer,43,8.55,0.44,0.49,"King of fruits. Nourishing. Increases Kapha.",E044
f_207,"Mango, ripe, totapuri","Aam|Mampazham|Mamidi Pandu","Vata,Pitta",sweet,"heavy,unctuous",heating,summer,41,8.01,0.42,0.48,"King of fruits. Nourishing. Increases Kapha.",E045
f_208,"Muskmelon, cantaloupe","Kharbuja|Mulampazham","Pitta",sweet,"heavy,unctuous",cooling,summer,23,4.39,0.61,0.20,"Cooling and hydrating.",E046
f_209,"Orange, pulp","Santra|Naranga","Pitta,Kapha",sweet,"heavy,unctuous",cooling,winter,40,8.21,0.81,0.21,"Can increase Kapha if eaten in excess.",E047
f_210,"Papaya, ripe","Papita|Pappali|Boppayi Pandu","Pitta,Vata",sweet,"light,unctuous",heating,all,34,6.91,0.58,0.14,"Good for digestion. Can increase Pitta.",E048
f_211,"Peach","Aadu|Aaru","Pitta,Vata",sweet,"light,unctuous",cooling,summer,46,9.64,0.84,0.26,"Cooling and refreshing.",E049
f_212,"Pear","Nashpati|Perikkai","Pitta,Vata",sweet,"heavy,dry",cooling,autumn,60,13.13,0.54,0.38,"Can be slightly Vata-aggravating.",E050
f_213,"Pineapple","Ananas|Annachi Pazham","Pitta,Kapha",sweet,"heavy,unctuous",heating,summer,46,9.78,0.44,0.40,"Sour aftertaste can increase Pitta.",E051
f_214,"Plum","Aloo Bukhara|Alpakoda","Pitta,Vata",sweet,"light,unctuous",cooling,summer,55,11.88,0.76,0.44,"Cooling and laxative.",E052
f_215,"Pomegranate","Anar|Madulai|Danimmakaya","Pitta,Vata",sweet,"light,dry",cooling,autumn,65,13.67,1.46,0.15,"Excellent for Pitta. Astringent quality helps bind stool.",E053
f_216,"Prunes, dried","Sookha Aloo Bukhara","Vata,Pitta",sweet,"heavy,unctuous",heating,winter,290,65.61,2.30,0.69,"Very nourishing and laxative.",E054
f_217,"Raisins, dried, black","Kishmish|Ular Drakshai","Vata,Pitta",sweet,"heavy,unctuous",cooling,all,308,74.63,2.46,0.54,"Nourishing and cooling.",E055
f_218,"Raisins, dried, brown","Kishmish|Ular Drakshai","Vata,Pitta",sweet,"heavy,unctuous",cooling,all,306,74.11,2.52,0.52,"Nourishing and cooling.",E056
f_219,"Sapodilla","Chikoo|Sapota","Vata,Pitta",sweet,"heavy,unctuous",cooling,winter,86,18.53,0.71,1.06,"Very sweet and nourishing. Increases Kapha.",E057
f_220,"Strawberry","Strawberry","Pitta,Kapha",sweet,"light,unctuous",cooling,spring,36,6.97,0.77,0.41,"Cooling, but can be allergenic for some.",E058
f_221,"Watermelon","Tarbooz|Darboosani","Pitta",sweet,"light,unctuous",cooling,summer,16,2.97,0.23,0.20,"Extremely cooling and hydrating.",E059
f_222,"Wood apple","Kaith|Vilampazham","Vata,Kapha","sour,astringent","light,dry",heating,summer,134,28.11,2.71,0.27,"Astringent and good for digestion.",E060
f_223,"Almond","Badam|Badam Paruppu","Vata,Pitta",sweet,"heavy,unctuous",heating,all,655,6.93,20.80,58.93,"Nourishing and strengthening. Best soaked and peeled.",F001
f_224,"Cashew nut","Kaju|Mundiri Paruppu","Vata,Pitta",sweet,"heavy,unctuous",heating,all,596,22.47,15.31,46.35,"Heavy and oily. Increases Kapha.",F002
f_225,"Coconut, dry","Nariyal|Kopra","Vata,Pitta",sweet,"heavy,unctuous",cooling,all,662,13.71,6.88,62.33,"Very nourishing. Increases Kapha.",F003
f_226,"Coconut, fresh","Nariyal|Thengai","Pitta",sweet,"heavy,unctuous",cooling,all,444,13.00,4.50,41.60,"Cooling and nourishing.",F004
f_227,"Coconut, milk","Nariyal Doodh|Thengai Paal","Pitta",sweet,"heavy,unctuous",cooling,all,216,3.99,2.01,21.33,"Cooling and nourishing.",F005
f_228,"Coconut, tender","Nariyal Pani|Elaneer","Pitta",sweet,"light,unctuous",cooling,all,24,5.49,0.20,0.09,"Very cooling and hydrating.",F006
f_229,"Garden cress seed","Halim","Vata,Kapha",pungent,"unctuous,light",heating,winter,454,33.13,25.34,24.53,"Warming and nourishing.",F007
f_230,"Gingelly seed","Til|Ellu","Vata",sweet,"heavy,unctuous",heating,winter,563,12.21,18.29,48.70,"Warming and nourishing. Good for Vata.",F008
f_231,"Groundnut, roasted","Mungphali|Verkadalai","Vata,Kapha",sweet,"heavy,unctuous",heating,winter,570,13.68,23.68,49.66,"Heavy and oily. Can increase Pitta and Kapha.",F009
f_232,"Groundnut, fresh","Mungphali|Verkadalai","Vata,Kapha",sweet,"heavy,unctuous",heating,winter,564,13.51,23.95,48.94,"Heavy and oily. Can increase Pitta and Kapha.",F010
f_233,"Linseed","Alsi|Ali Vidai","Vata,Kapha",sweet,"heavy,unctuous",heating,winter,492,34.26,19.53,37.05,"Warming and good source of omega-3.",F011
f_234,"Mustard seed","Sarson|Kadugu","Kapha,Vata",pungent,"sharp,oily",heating,winter,541,15.76,24.94,43.25,"Very heating. Increases Pitta.",F012
f_235,"Niger seed","Kala Til|Payellu","Vata,Kapha",sweet,"heavy,unctuous",heating,winter,515,16.09,23.97,39.04,"Warming and nourishing.",F013
f_236,"Pistachio nut","Pista|Pista Paruppu","Vata,Pitta",sweet,"heavy,unctuous",heating,all,626,11.64,19.81,54.77,"Nourishing but heavy.",F014
f_237,"Poppy seed","Khus Khus|Kasa Kasa","Vata,Pitta",sweet,"heavy,unctuous",cooling,all,531,12.20,18.07,44.73,"Cooling and calming. Can increase Kapha.",F015
f_238,"Safflower seed","Kusum|Kusuma Vittulu","Vata,Kapha",sweet,"heavy,unctuous",heating,winter,516,11.74,16.18,43.93,"Warming.",F016
f_239,"Sunflower seed","Surajmukhi|Suryakanthi","Vata,Pitta",sweet,"heavy,unctuous",heating,all,570,11.54,22.78,49.57,"Nourishing.",F017
f_240,"Walnut","Akhrot|Akrottu","Vata",sweet,"heavy,unctuous",heating,winter,687,5.49,14.96,68.09,"Brain food. Warming and nourishing for Vata.",F018
f_241,"Watermelon seed","Tarbuj ke Beej","Pitta,Vata",sweet,"heavy,unctuous",cooling,summer,569,11.93,28.33,47.37,"Cooling and nourishing.",F019
f_242,"Asafoetida","Hing|Perungayam","Vata,Kapha",pungent,"light,sharp,penetrating",heating,all,375,67.76,9.65,4.53,"Excellent for Vata. Reduces gas. Increases Pitta.",G001
f_243,"Bay leaf","Tej Patta|Biryani Ilai","Vata,Kapha",pungent,"light,sharp",heating,all,314,48.67,7.61,8.36,"Aromatic and warming.",G002
f_244,"Cardamom, big","Badi Elaichi|Periya Elakkai","Vata,Kapha",pungent,"dry,sharp",heating,all,311,40.47,10.76,6.70,"Stronger and more heating than green cardamom.",G003
f_245,"Cardamom, small","Choti Elaichi|Elakkai","Vata,Pitta,Kapha,Balancing",pungent,"light,dry",cooling,all,311,40.47,10.76,6.70,"Tridoshic. Aromatic and digestive.",G004
f_246,"Cinnamon","Dalchini|Pattai","Vata,Kapha",pungent,"light,sharp",heating,all,309,55.96,3.89,3.21,"Warming and digestive. Increases Pitta.",G005
f_247,"Clove","Laung|Kirambu","Vata,Kapha",pungent,"light,sharp",cooling,all,313,33.94,5.98,13.02,"Cooling post-digestive effect. Analgesic.",G006
f_248,"Coriander seed","Dhania|Kothamalli Vidai","Pitta,Vata,Kapha",pungent,"light,unctuous",cooling,all,346,25.06,14.12,16.13,"Tridoshic, but especially good for Pitta. Cooling.",G007
f_249,"Cumin seed","Jeera|Jeeragam","Vata,Pitta,Kapha",pungent,"light,dry",cooling,all,418,33.73,18.72,24.53,"Excellent digestive. Cooling.",G008
f_250,"Fenugreek seed","Methi Dana|Vendhayam","Kapha,Vata",bitter,"light,unctuous",heating,winter,374,40.36,26.19,7.13,"Reduces blood sugar. Increases Pitta.",G009
f_251,"Garlic, dry","Lehsun|Poondu","Vata,Kapha",pungent,"heavy,unctuous,sharp",heating,winter,123,24.33,6.16,0.15,"Very heating. Good for Vata and Kapha. Increases Pitta.",G010
f_252,"Garlic, fresh","Lehsun|Poondu","Vata,Kapha",pungent,"heavy,unctuous,sharp",heating,winter,111,21.33,6.39,0.10,"Very heating. Good for Vata and Kapha. Increases Pitta.",G011
f_253,"Ginger, dry","Sonth|Sukku","Vata,Kapha",pungent,"light,dry",heating,winter,347,70.86,8.98,4.24,"More heating and drying than fresh ginger.",G012
f_254,"Ginger, fresh","Adrak|Inji","Vata,Kapha",pungent,"heavy,unctuous",heating,all,60,12.33,2.30,0.91,"Universal medicine. Digestive and anti-inflammatory.",G013
f_255,"Mace","Javitri|Jathipathri","Vata,Kapha",pungent,"light,unctuous",heating,all,504,23.01,7.16,37.56,"Aromatic and warming.",G014
f_256,"Nutmeg","Jaiphal|Jathikkai","Vata,Kapha",pungent,"light,unctuous",heating,all,549,28.49,7.53,40.46,"Calming and sedative in small amounts. Toxic in large doses.",G015
f_257,"Omum","Ajwain|Omam","Vata,Kapha",pungent,"light,sharp",heating,all,399,38.62,15.89,18.13,"Excellent for digestion and gas. Increases Pitta.",G016
f_258,"Pepper, black","Kali Mirch|Milagu","Vata,Kapha",pungent,"light,sharp",heating,all,310,49.23,10.95,3.26,"Clears channels. Increases Pitta.",G017
f_259,"Poppy seed, white","Khus Khus|Kasa Kasa","Vata,Pitta",sweet,"heavy,unctuous",cooling,all,531,12.20,18.07,44.73,"Cooling and calming. Can increase Kapha.",G018
f_260,"Saffron","Kesar|Kungumapoo","Vata,Pitta,Kapha,Balancing",pungent,"light,unctuous",heating,all,310,61.47,11.43,5.85,"Tridoshic. Rejuvenating and good for skin.",G019
f_261,"Turmeric, dry","Haldi|Manjal","Vata,Pitta,Kapha,Balancing",bitter,"light,dry",heating,all,354,67.71,9.68,3.25,"Excellent anti-inflammatory. Blood purifier.",G020
f_262,"Turmeric, fresh","Kachi Haldi|Pasi Manjal","Vata,Pitta,Kapha,Balancing",bitter,"light,dry",heating,all,61,12.66,1.35,0.51,"Excellent anti-inflammatory. Blood purifier.",G021
f_263,"Beetroot","Chukandar|Beetroot","Pitta,Vata",sweet,"heavy,unctuous",heating,winter,37,6.97,1.77,0.10,"Blood building. Can increase Pitta if eaten in excess.",H001
f_264,"Carrot","Gajar|Carrot","Vata,Pitta,Kapha",sweet,"heavy,unctuous",heating,winter,38,7.56,0.63,0.47,"Good for eyes. Can increase Kapha.",H002
f_265,"Colocasia","Arvi|Sepankizhangu","Vata,Pitta",sweet,"heavy,unctuous",cooling,monsoon,98,21.09,1.93,0.11,"Increases Kapha. Must be cooked well.",H003
f_266,"Onion, big","Pyaz|Vengayam","Vata,Kapha",pungent,"heavy,unctuous",heating,all,43,8.63,1.27,0.08,"Rajasic. Increases Pitta.",H004
f_267,"Onion, small","Pyaz|Chinna Vengayam","Vata,Kapha",pungent,"heavy,unctuous",heating,all,51,10.56,1.53,0.09,"More pungent and heating than big onions.",H005
f_268,"Potato","Aloo|Urulaikizhangu","Vata,Kapha",sweet,"heavy,dry",cooling,all,97,22.63,1.62,0.09,"Heavy and can be hard to digest. Increases Kapha.",H006
f_2269,"Radish, red","Mooli|Mullangi","Kapha,Vata",pungent,"light,sharp",heating,winter,17,2.77,0.71,0.13,"Cleansing. Increases Pitta.",H007
f_270,"Radish, white","Mooli|Mullangi","Kapha,Vata",pungent,"light,sharp",heating,winter,17,2.77,0.71,0.13,"Cleansing. Increases Pitta.",H008
f_271,"Sweet potato","Shakarkandi|Sakkaraivalli Kizhangu","Vata,Pitta",sweet,"heavy,unctuous",heating,winter,120,28.16,1.19,0.28,"Nourishing and grounding for Vata.",H009
f_272,"Tapioca","Simla Aloo|Maravalli Kizhangu","Vata,Kapha",sweet,"heavy,dry",cooling,all,149,36.17,0.73,0.23,"Very heavy and Kapha-aggravating.",H010
f_273,"Yam, wild","Jimikand|Senai Kizhangu","Vata,Kapha",pungent,"dry,light",heating,winter,101,22.19,2.03,0.13,"Can be irritating to throat if not cooked properly.",H011
f_274,"Yam, ordinary","Jimikand|Senai Kizhangu","Vata,Kapha",pungent,"dry,light",heating,winter,101,22.19,2.03,0.13,"Can be irritating to throat if not cooked properly.",H012
f_275,"Cane juice","Ganne ka Ras|Karumbu Juice","Pitta",sweet,"heavy,unctuous",cooling,summer,40,9.98,0.10,0.01,"Very cooling. Increases Kapha.",I001
f_276,"Jaggery","Gud|Vellam","Vata,Pitta",sweet,"heavy,unctuous",heating,winter,383,95.13,0.40,0.10,"Unrefined sugar. More minerals than white sugar.",I002
f_277,"Sugar","Cheeni|Sarkkarai","Pitta,Kapha",sweet,"heavy,unctuous",cooling,all,398,99.40,0.10,0.10,"Refined. Increases Kapha.",I003
f_278,"Honey","Shahad|Then","Vata,Kapha",sweet,"light,dry",heating,all,319,79.50,0.40,0.10,"Scrapes fat. Should not be heated.",J001
f_279,"Butter","Makhan|Vennai","Vata,Pitta",sweet,"heavy,unctuous",cooling,all,729,0.05,0.49,82.22,"Nourishing. Increases Kapha.",K001
f_280,"Buttermilk","Chaas|Moru","Vata,Pitta,Kapha,Balancing",astringent,"light,dry",cooling,all,15,0.51,0.84,0.53,"Tridoshic. Excellent digestive.",K002
f_281,"Cheese","Paneer|Paneer","Vata,Kapha",sour,"heavy,unctuous",heating,all,265,4.53,18.33,20.78,"Heavy and hard to digest. Increases Kapha.",K003
f_282,"Curd","Dahi|Thayir","Vata,Pitta,Kapha",sour,"heavy,unctuous",heating,all,98,3.38,11.12,4.25,"Sour and heating. Clogs channels. Increases Pitta/Kapha.",K004
f_283,"Ghee","Ghee|Ney","Vata,Pitta",sweet,"unctuous,light",cooling,all,900,0.00,0.00,100.00,"Best fat. Pacifies Vata and Pitta. Digestive.",K005
f_284,"Milk, buffalo","Bhains ka Doodh|Erumai Paal","Kapha,Pitta",sweet,"heavy,unctuous",cooling,all,117,5.18,4.30,8.95,"Heavier than cow's milk.",K006
f_285,"Milk, cow","Gai ka Doodh|Pasum Paal","Vata,Pitta",sweet,"heavy,unctuous",cooling,all,67,4.43,3.15,4.05,"Sattvic and nourishing.",K007
f_286,"Milk, goat","Bakri ka Doodh|Aattu Paal","Vata,Pitta,Kapha",astringent,"light,dry",cooling,all,76,4.45,4.17,4.53,"Lighter than cow's milk. Good for all doshas.",K008
f_287,"Crab","Kekda|Nandu","Vata,Pitta",sweet,"heavy,unctuous",heating,all,101,0.00,20.10,1.20,"Increases Pitta and Kapha.",L001
f_288,"Egg, duck","Batak ka Anda","Vata,Pitta",sweet,"heavy,unctuous",heating,all,185,1.45,12.81,13.77,"Heavier and more heating than chicken egg.",L002
f_289,"Egg, hen","Murghi ka Anda|Kozhi Muttai","Vata,Pitta",sweet,"heavy,unctuous",heating,all,173,0.68,13.33,12.58,"Heating. Increases Pitta.",L003
f_290,"Fish, katla","Katla","Vata,Pitta",sweet,"heavy,unctuous",heating,all,111,0.00,19.50,2.40,"Increases Pitta and Kapha.",L004
f_291,"Fish, mackerel","Bangda","Vata,Pitta",sweet,"heavy,unctuous",heating,all,189,0.00,18.70,11.90,"Oily fish. Increases Pitta and Kapha.",L005
f_292,"Fish, pomfret, black","Kala Paplet","Vata,Pitta",sweet,"heavy,unctuous",heating,all,122,0.00,19.00,4.00,"Increases Pitta and Kapha.",L006
f_293,"Fish, pomfret, silver","Safed Paplet","Vata,Pitta",sweet,"heavy,unctuous",heating,all,106,0.00,17.00,4.00,"Increases Pitta and Kapha.",L007
f_294,"Fish, sardine","Sardine","Vata,Pitta",sweet,"heavy,unctuous",heating,all,163,0.00,20.40,8.70,"Oily fish. Increases Pitta and Kapha.",L008
f_295,"Fish, seer","Surmai|Vanjaram","Vata,Pitta",sweet,"heavy,unctuous",heating,all,117,0.00,21.00,3.00,"Increases Pitta and Kapha.",L009
f_296,"Mutton","Bakre ka Gosht|Aattu Kari","Vata,Pitta",sweet,"heavy,unctuous",heating,all,143,0.00,21.40,6.20,"Very heating. Increases Pitta.",L010
f_297,"Pork","Suar ka Gosht|Panni Kari","Vata,Pitta",sweet,"heavy,unctuous",heating,all,186,0.00,14.70,13.50,"Very heavy and heating.",L011
f_298,"Prawn","Jhinga|Eral","Vata,Pitta",sweet,"heavy,unctuous",heating,all,89,0.00,19.20,0.70,"Increases Pitta and Kapha.",L012
f_299,"Beef","Gai ka Gosht|Maattu Kari","Vata,Pitta",sweet,"heavy,unctuous",heating,all,148,0.00,22.60,6.20,"Very heavy and heating.",L013
